Activity ID	Primary Resource	Activity Name	T+1 Start (BL1)	T+1 Finish (BL1)	T-0 Start (BL0)	T-0 Finish (BL0)
 VCB-SAP-0999Db	QA.Quality Assurance	Quality Assurance Finding Resolution and Escalation - Rev00 - Draft (no review needed)	15-Nov-16	16-Dec-16	22-Nov-16	27-Dec-16
 VCB-SAP-0999Ed	J1.OD&P	Corrective Action Review Board (CARB) - Rev00 - Approval	29-Sep-16	28-Nov-16	29-Sep-16	06-Dec-16
 VCB-SAP-1100c01	PSE20.Post-PSE	BORIC ACID CORROSION CONTROL PROGRAM - Rev00 - Review	02-Nov-16	17-Nov-16	17-Nov-16	01-Dec-16
 VCB-SAP-1100CX	PSE02.Shank-PSE	BORIC ACID CORROSION CONTROL PROGRAM - Rev00 - C-QR			17-Nov-16	29-Nov-16
 VCB-SAP-1100CY	PSE20.Post-PSE	BORIC ACID CORROSION CONTROL PROGRAM - Rev00 - C-5059			17-Nov-16	30-Nov-16
 VCB-SAP-1100CZ	PSE20.Post-PSE	BORIC ACID CORROSION CONTROL PROGRAM - Rev00 - C-Res2	18-Nov-16	28-Nov-16	02-Dec-16	02-Dec-16
 VCB-SAP-1100d	DM16.DM Eng-PSE (Sterdis)	BORIC ACID CORROSION CONTROL PROGRAM - Rev00 - Approval	29-Nov-16	08-Dec-16	05-Dec-16	07-Dec-16
 VCB-SAP-1257d	DM16.DM Eng-PSE (Sterdis)	HEAT EXCHANGER PROGRAM - Rev00 - Approval	05-Oct-16	03-Nov-16	05-Oct-16	05-Dec-16
 VCB-SAP-1282cw	DE15.Blake-DE	Electrical Cable Reliability Monitoring Program - Rev01- C-Res1	15-Nov-16	23-Nov-16	15-Nov-16	21-Nov-16
 VCB-SAP-1282cx	DE02.Howell-DE	Electrical Cable Reliability Monitoring Program - Rev01- C-QR	28-Nov-16	15-Dec-16	22-Nov-16	13-Dec-16
 VCB-SAP-1282cy	DE02.Howell-DE	Electrical Cable Reliability Monitoring Program - Rev01- C-5059	28-Nov-16	15-Dec-16	22-Nov-16	13-Dec-16
 VCB-SAP-1285c01	PSE32.Sonnett-PSE	ENGINEERING DIAGNOSTICS AND ANALYSIS PROGRAMS - Rev00 - Review	07-Oct-16	04-Nov-16	07-Oct-16	16-Nov-16
 VCB-SAP-1285CX	PSE27.Dao-PSE	ENGINEERING DIAGNOSTICS AND ANALYSIS PROGRAMS - Rev00 - C-QR	01-Nov-16	18-Nov-16	01-Dec-16	20-Dec-16
 VCB-SAP-1285CY	PSE08.Earnest-PSE	ENGINEERING DIAGNOSTICS AND ANALYSIS PROGRAMS - Rev00 - C-5059	01-Nov-16	18-Nov-16	01-Dec-16	20-Dec-16
 VCB-SAP-1285CZ	PSE32.Sonnett-PSE	ENGINEERING DIAGNOSTICS AND ANALYSIS PROGRAMS - Rev00 - C-Res2	21-Nov-16	01-Dec-16	21-Dec-16	03-Jan-17
 VCB-SAP-1289a	PSE04.Schmick-PSE	Check Valve Maintenance and Monitoring Program - Rev00 - Preparation	01-Nov-16	07-Nov-16	08-Dec-16	14-Dec-16
 VCB-SAP-1289b	PSE04.Schmick-PSE	Check Valve Maintenance and Monitoring Program  - Rev00 - Draft	08-Nov-16	30-Nov-16	15-Dec-16	09-Jan-17
 VCB-SAP-1290CX	PSE27.Dao-PSE	EQUIPMENT RELIABILITY PROCESS - Rev00 - C-QR	01-Nov-16	18-Nov-16	01-Nov-16	04-Nov-16
 VCB-SAP-1290CY	PSE33.Yang-PSE	EQUIPMENT RELIABILITY PROCESS - Rev00 - C-5059	01-Nov-16	18-Nov-16	01-Nov-16	04-Nov-16
 VCB-SAP-1290CZ	PSE33.Yang-PSE	EQUIPMENT RELIABILITY PROCESS - Rev00 - C-Res2	21-Nov-16	01-Dec-16	01-Nov-16	09-Nov-16
 VCB-SAP-1294b	PSE21.Troficanto-PSE	INSERVICE INSPECTION PROGRAM - Rev00 - Draft	03-Oct-16	29-Nov-16	03-Oct-16	18-Nov-16
 VCB-SAP-1294c01	PSE21.Troficanto-PSE	INSERVICE INSPECTION PROGRAM - Rev00 - Review	30-Nov-16	30-Dec-16	28-Nov-16	20-Dec-16
 VCB-SAP-1294cx	PSE02.Shank-PSE	INSERVICE INSPECTION PROGRAM - Rev00 - C-QR	30-Nov-16	19-Dec-16	01-Dec-16	15-Dec-16
 VCB-SAP-1294cy	PSE21.Troficanto-PSE	INSERVICE INSPECTION PROGRAM - Rev00 - C-5059	30-Nov-16	19-Dec-16	21-Nov-16	09-Dec-16
 VCB-SAP-1356d	J1.OD&P	CDG-01: Cause Determination Guidelines - Rev00 - Approval	29-Sep-16	28-Nov-16	29-Sep-16	01-Dec-16
 VCB-SAP-1361a	PSETBD.ENG (TBD) PSE	MITIGATING SYSTEMS PERFORMANCE INDEX (MSPI) - Rev00 - Preparation	01-Nov-16	07-Nov-16	03-Apr-17	07-Apr-17
 VCB-SAP-1361b	PSETBD.ENG (TBD) PSE	MITIGATING SYSTEMS PERFORMANCE INDEX (MSPI) - Rev00 - Draft	08-Nov-16	30-Nov-16	10-Apr-17	01-May-17
 VCB-SAP-2001d	DM16.DM Eng-PSE (Sterdis)	Turbine-Generator Management Program - Rev00 - Approval	16-Mar-15	03-Nov-16	16-Mar-15	05-Dec-16
 VCB-SAP-2002a	PSE04.Schmick-PSE	Relief Valve Maintenance and Monitoring Program - Rev00 - Preparation	01-Nov-16	07-Nov-16	08-Dec-16	14-Dec-16
 VCB-SAP-2002b	PSE04.Schmick-PSE	Relief Valve Maintenance and Monitoring Program - Rev00 - Draft	08-Nov-16	30-Nov-16	15-Dec-16	09-Jan-17
 VCB-SAP-2003a	PSETBD.ENG (TBD) PSE	Explosively Actuated (Squib) Valve Maintenance and Monitoring Program - Rev00 - Preparation	01-Nov-16	07-Nov-16	03-Apr-17	07-Apr-17
 VCB-SAP-2003b	PSETBD.ENG (TBD) PSE	Explosively Actuated (Squib) Valve Maintenance and Monitoring Program - Rev00 - Draft	08-Nov-16	30-Nov-16	10-Apr-17	01-May-17
 VCB-SAP-2004a	PSETBD.ENG (TBD) PSE	CONTAINMENT CLEANLINESS AND SAMPLING PROGRAM - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Feb-17	07-Feb-17
 VCB-SAP-2004b	PSETBD.ENG (TBD) PSE	CONTAINMENT CLEANLINESS AND SAMPLING PROGRAM - Rev00 - Draft	08-Nov-16	30-Nov-16	08-Feb-17	28-Feb-17
 VCB-SAP-2005d	DM16.DM Eng-PSE (Sterdis)	PUMP PROGRAM - Rev00 - Approval	14-Sep-16	02-Nov-16	14-Sep-16	02-Dec-16
 VCB-SAP-2009d	DM16.DM Eng-PSE (Sterdis)	Equipment Qualification Process and Control - Rev00 - Approval	05-Jul-16	01-Nov-16	05-Jul-16	01-Dec-16
 VCB-SCP-001 att 01a	N1.NPS	*SGI* LOSS OR DEGRADATION OF PHYSICAL SECURITY SYSTEM AND COMMUNICATION SYSTEM COMPONENTS - Rev00 - Preparation	10-Nov-16	16-Nov-16	14-Nov-16	15-Nov-16
 VCB-SCP-001 att 01b	N1.NPS	*SGI* LOSS OR DEGRADATION OF PHYSICAL SECURITY SYSTEM AND COMMUNICATION SYSTEM COMPONENTS - Rev00 - Draft	17-Nov-16	08-Dec-16	16-Nov-16	28-Feb-17
 VCB-SCP-001 att 02a	N1.NPS	*SGI* DUTIES AND RESPONSIBILITIES DURING SECURITY EVENTS - Rev00 - Preparation	11-Nov-16	15-Nov-16	14-Nov-16	15-Nov-16
 VCB-SCP-001 att 02b	N1.NPS	*SGI* DUTIES AND RESPONSIBILITIES DURING SECURITY EVENTS - Rev00 - Draft	16-Nov-16	09-Dec-16	15-Nov-16	28-Feb-17
 VCB-SCP-001 att 03a	N1.NPS	*SGI* EXTORTION / COERCION / HOSTAGE THREAT - Rev00 - Preparation	14-Nov-16	18-Nov-16	14-Nov-16	15-Nov-16
 VCB-SCP-001 att 03b	N1.NPS	*SGI* EXTORTION / COERCION / HOSTAGE THREAT - Rev00 - Draft	21-Nov-16	12-Dec-16	16-Nov-16	28-Feb-17
 VCB-SCP-001 att 04a	N1.NPS	*SGI* PROTECTED AND VITAL AREA INTRUSION ALARM RESPONSE/DISCOVER OF BREACHED BARRIER - Rev00 - Preparation	15-Nov-16	21-Nov-16	14-Nov-16	15-Nov-16
 VCB-SCP-001 att 04b	N1.NPS	*SGI* PROTECTED AND VITAL AREA INTRUSION ALARM RESPONSE/DISCOVER OF BREACHED BARRIER - Rev00 - Draft	22-Nov-16	13-Dec-16	16-Nov-16	28-Feb-17
 VCB-SCP-001 att 05a	N1.NPS	*SGI* DETECTION OF IMPENDING ATTACK, THREAT / DIRECT ARMED ATTACK - Rev00 - Preparation	16-Nov-16	28-Nov-16	14-Nov-16	15-Nov-16
 VCB-SCP-001 att 05b	N1.NPS	*SGI* DETECTION OF IMPENDING ATTACK, THREAT / DIRECT ARMED ATTACK - Rev00 - Draft	29-Nov-16	16-Dec-16	11-Nov-16	28-Feb-17
 VCB-SCP-001 att 06a	N1.NPS	*SGI* BOMB/SABOTAGE DEVICE SEARCH - Rev00 - Preparation	17-Nov-16	23-Nov-16	02-Nov-16	08-Nov-16
 VCB-SCP-001 att 06b	N1.NPS	*SGI* BOMB/SABOTAGE DEVICE SEARCH - Rev00 - Draft	28-Nov-16	15-Dec-16	16-Nov-16	28-Feb-17
 VCB-SCP-001 att 07a	N1.NPS	*SGI* BOMB THREAT / EXPLOSIVE DEVICE DISCOVERED - Rev00 - Preparation	18-Nov-16	28-Nov-16	14-Nov-16	16-Nov-16
 VCB-SCP-001 att 07b	N1.NPS	*SGI* BOMB THREAT / EXPLOSIVE DEVICE DISCOVERED - Rev00 - Draft	29-Nov-16	16-Dec-16	11-Nov-16	28-Feb-17
 VCB-SCP-001 att 08a	N1.NPS	*SGI* FIRE, EXPLOSION OR OTHER CATASTROPHE - Rev00 - Preparation	21-Nov-16	29-Nov-16	02-Nov-16	08-Nov-16
 VCB-SCP-001 att 08b	N1.NPS	*SGI* FIRE, EXPLOSION OR OTHER CATASTROPHE - Rev00 - Draft	30-Nov-16	19-Dec-16	11-Nov-16	28-Feb-17
 VCB-SCP-001 att 09a	N1.NPS	*SGI* HOSTAGE SITUATION - Rev00 - Preparation	22-Nov-16	30-Nov-16	16-Nov-16	21-Nov-16
 VCB-SCP-001 att 10a	N1.NPS	*SGI* DETECTION OF ABERRANT BEHAVIOR - Rev00 - Preparation	23-Nov-16	01-Dec-16	16-Nov-16	06-Dec-16
 VCB-SCP-001 att 11a	N1.NPS	*SGI* SECURITY FORCE STRIKE OR UNAVAILABILITY OF SECURITY FORCE - Rev00 - Preparation	28-Nov-16	02-Dec-16	21-Nov-16	07-Dec-16
 VCB-SCP-001 att 12a	N1.NPS	*SGI* LOSS OF CONTACT WITH SECURITY OFFICERS - Rev00 - Preparation	29-Nov-16	05-Dec-16	21-Nov-16	07-Dec-16
 VCB-SCP-001 att 13a	N1.NPS	*SGI* SECURITY FORCE EMERGENCY RECALL - Rev00 - Preparation	30-Nov-16	06-Dec-16	21-Nov-16	07-Dec-16
 VCB-SCP-001a	N1.NPS	*SGI* Safeguards Contingency Procedure - Rev00 - Preparation	09-Nov-16	15-Nov-16	07-Nov-16	14-Nov-16
 VCB-SCP-001b	N1.NPS	*SGI* Safeguards Contingency Procedure - Rev00 - Draft	16-Nov-16	07-Dec-16	14-Nov-16	28-Feb-17
 VCB-SGMP-0006c01	PSE19.McCorvey-PSE	STEAM GENERATOR TUBE INSPECTION EDDY CURRENT DATA ANALYST GUIDELINES - Rev00 - Review	01-Nov-16	01-Dec-16	01-Nov-16	01-Dec-16
 VCB-SGMP-0007b	PSE19.McCorvey-PSE	DEGRADATION AND INTEGRITY ASSESSMENTS - Rev00 - Draft	07-Oct-16	01-Nov-16	07-Oct-16	01-Nov-16
 VCB-SGMP-0007c01	PSE19.McCorvey-PSE	DEGRADATION AND INTEGRITY ASSESSMENTS - Rev00 - Review	04-Nov-16	06-Dec-16	04-Nov-16	06-Dec-16
 VCB-SOP-ECS-0313d	OP.Ops Proc	Local Switchgear Breaker Operations - Rev00 - Approval	14-Oct-16	07-Nov-16	14-Oct-16	10-Nov-16
 VCB-SPP-0200b	N1.NPS	SECURITY PATROLS - Rev00 - Draft	01-Nov-16	14-Nov-16	04-Nov-16	15-Nov-16
 VCB-SPP-0200c	N1.NPS	SECURITY PATROLS - Rev00 - Review	15-Nov-16	15-Dec-16	16-Nov-16	16-Dec-16
 VCB-SPP-0201b	N1.NPS	PERSONNEL ACCESS - Rev00 - Draft	17-Oct-16	07-Nov-16	17-Oct-16	24-Oct-16
 VCB-SPP-0201c	N1.NPS	PERSONNEL ACCESS - Rev00 - Review	01-Nov-16	01-Dec-16	14-Nov-16	14-Dec-16
 VCB-SPP-0222b	N1.NPS	OPERATIONAL TESTING OF SECURITY SYSTEM COMPONENTS - Rev00 - Draft	17-Oct-16	07-Nov-16	17-Oct-16	04-Nov-16
 VCB-SPP-0222c	N1.NPS	OPERATIONAL TESTING OF SECURITY SYSTEM COMPONENTS - Rev00 - Review	08-Nov-16	08-Dec-16	11-Nov-16	16-Dec-16
 VCB-SPP-0223b	N1.NPS	SECURITY SURVEILLANCE SYSTEM OPERATIONAL TESTING - Rev00 - Draft	01-Nov-16	14-Nov-16	04-Nov-16	15-Nov-16
 VCB-SPP-0223c	N1.NPS	SECURITY SURVEILLANCE SYSTEM OPERATIONAL TESTING - Rev00 - Review	15-Nov-16	15-Dec-16	17-Nov-16	30-Jun-17
 VCB-SPP-0224b	N1.NPS	OPERATIONAL TESTING OF SECURITY, ACCESS CONTROL AND INTRUSION DETECTION SYSTEMS - Rev00 - Draft	01-Nov-16	14-Nov-16	04-Nov-16	31-Jan-17
 VCB-SPP-0224c	N1.NPS	OPERATIONAL TESTING OF SECURITY, ACCESS CONTROL AND INTRUSION DETECTION SYSTEMS - Rev00 - Review	15-Nov-16	15-Dec-16	01-Feb-17	01-Mar-17
 VCB-SPP-0225b	N1.NPS	PERIMETER INTRUSION DETECTION SYSTEM OPERATIONAL TESTING - Rev00 - Draft	01-Nov-16	14-Nov-16	04-Nov-16	31-Jan-17
 VCB-SPP-0225c	N1.NPS	PERIMETER INTRUSION DETECTION SYSTEM OPERATIONAL TESTING - Rev00 - Review	15-Nov-16	15-Dec-16	01-Feb-17	01-Mar-17
 VCB-SPP-0226b	N1.NPS	OPERATIONAL TESTING OF SECURITY COMMUNICATIONS SYSTEMS - Rev00 - Draft	01-Nov-16	14-Nov-16	04-Nov-16	31-Jan-17
 VCB-SPP-0226c	N1.NPS	OPERATIONAL TESTING OF SECURITY COMMUNICATIONS SYSTEMS - Rev00 - Review	15-Nov-16	15-Dec-16	01-Feb-17	01-Mar-17
 VCB-SPP-0227b	N1.NPS	SPECIAL SECURITY EQUIPMENT OPERATIONAL TESTING - Rev00 - Draft	02-Nov-16	15-Nov-16	11-Nov-16	21-Nov-16
 VCB-SPP-0227c	N1.NPS	SPECIAL SECURITY EQUIPMENT OPERATIONAL TESTING - Rev00 - Review	16-Nov-16	16-Dec-16	22-Nov-16	29-Dec-16
 VCB-SPP-0997cZ	N1.NPS	PROTECTION OF SNM DURING CONSTRUCTION Rev00 - C-Res2	01-Nov-16	09-Nov-16	07-Nov-16	11-Nov-16
 VCB-SPP-0997d	N1.NPS	PROTECTION OF SNM DURING CONSTRUCTION - Rev00 - Approval	10-Nov-16	12-Dec-16	14-Nov-16	17-Nov-16
 VCB-SSP-0010b	P1.POM	CONTROL OF CRITICAL WORK ACTIVITIES - Rev00 - Draft	10-Jun-16	01-Nov-16	10-Jun-16	01-Nov-16
 VCB-SSP-0010c	DM10.DM POM	CONTROL OF CRITICAL WORK ACTIVITIES - Rev00 - Review	01-Nov-16	01-Dec-16	01-Dec-16	03-Jan-17
 VCB-STP-2128.0021a	ERU2.ERU	FIRE HOSE CABINET VALVE FLOW CHECK, VISUAL INSPECTION AND HYDROSTATIC PRESSURE TEST - Rev00 - Preparation	01-Nov-16	21-Nov-16	01-Mar-17	21-Mar-17
 VCB-STP-2128.0021b	ERU2.ERU	FIRE HOSE CABINET VALVE FLOW CHECK, VISUAL INSPECTION AND HYDROSTATIC PRESSURE TEST - Rev00 - Draft	22-Nov-16	07-Dec-16	22-Mar-17	04-Apr-17
 VCB-STP-ISI-8001CX	QC.Quality Control	HYDRAULIC SNUBBER VISUAL EXAMINATION- - Rev00 - C-QR	28-Sep-16	04-Nov-16	28-Sep-16	17-Nov-16
 VCB-STP-ISI-8001CY	QC.Quality Control	HYDRAULIC SNUBBER VISUAL EXAMINATION- - Rev00 - C-5059	28-Sep-16	04-Nov-16	28-Sep-16	04-Nov-16
 VCB-STP-ISI-8001CZ	PSE20.Post-PSE	HYDRAULIC SNUBBER VISUAL EXAMINATION- - Rev00 - C-Res2	27-Oct-16	04-Nov-16	27-Oct-16	04-Nov-16
 VCB-STP-ISI-8001d	DM06.DM QS	HYDRAULIC SNUBBER VISUAL EXAMINATION - Rev00 - Approval	07-Nov-16	18-Nov-16	01-Dec-16	14-Dec-16
 VCB-STP-IST-8002b	PSE20.Post-PSE	Hydraulic Snubber Functional Testing - Rev00 - Draft	24-Oct-16	11-Nov-16	19-Dec-16	11-Jan-17
 VCB-STP-IST-8002c01	PSE20.Post-PSE	Hydraulic Snubber Functional Testing - Rev00 - Review	14-Nov-16	14-Dec-16	12-Jan-17	09-Feb-17
 VCB-STP-IST-8002CX	QC.Quality Control	Hydraulic Snubber Functional Testing - Rev00 - C-QR	14-Nov-16	05-Dec-16	12-Jan-17	31-Jan-17
 VCB-STP-IST-8002CY	QC.Quality Control	Hydraulic Snubber Functional Testing - Rev00 - C-5059	14-Nov-16	05-Dec-16	12-Jan-17	31-Jan-17
 VCB-STP-SGS-2001b	PSE19.McCorvey-PSE	STEAM GENERATOR TUBE INSPECTION - Rev00 - Draft	04-Nov-16	28-Nov-16	04-Nov-16	28-Nov-16
 VCB-STP-SGS-2001c01	PSE19.McCorvey-PSE	STEAM GENERATOR TUBE INSPECTION - Rev00 - Review	29-Nov-16	20-Dec-16	29-Nov-16	20-Dec-16
 VCB-STP-SGS-2002a	PSE19.McCorvey-PSE	Steam Generator Secondary Side Inspection - Rev00 - Preparation	01-Nov-16	07-Nov-16	01-Nov-16	07-Nov-16
 VCB-STP-SGS-2002b	PSE19.McCorvey-PSE	Steam Generator Secondary Side Inspection - Rev00 - Draft	08-Nov-16	21-Nov-16	08-Nov-16	21-Nov-16
 VCB-STP-SGS-2002c01	PSE19.McCorvey-PSE	Steam Generator Secondary Side Inspection - Rev00 - Review	22-Nov-16	14-Dec-16	28-Nov-16	16-Dec-16
 VCB-TR-0007c01	O2.Ops SL	PRE-FIRE PLAN LEGEND - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0007CX	OP.Ops Proc	PRE-FIRE PLAN LEGEND - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0007CY	OP.Ops Proc	PRE-FIRE PLAN LEGEND - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0007CZ	OP.Ops Proc	PRE-FIRE PLAN LEGEND - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0008b	OP.Ops Proc	PRE-FIRE PLAN - SITE PLAN - Rev00 - Draft	08-Nov-16	30-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0009c01	O2.Ops SL	AB366-6 NON-RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	01-Jun-17	29-Jun-17
 VCB-TR-0009CX	OP.Ops Proc	AB366-6 NON-RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	01-Jun-17	20-Jun-17
 VCB-TR-0009CY	OP.Ops Proc	AB366-6 NON-RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	01-Jun-17	20-Jun-17
 VCB-TR-0009CZ	OP.Ops Proc	AB366-6 NON-RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	21-Jun-17	27-Jun-17
 VCB-TR-0010c01	O2.Ops SL	AB382-6 NON RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0010CX	OP.Ops Proc	AB382-6 NON RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0010CY	OP.Ops Proc	AB382-6 NON RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0010CZ	OP.Ops Proc	AB382-6 NON RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0011c01	O2.Ops SL	AB396-6 NON RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0011CX	OP.Ops Proc	AB396-6 NON RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0011CY	OP.Ops Proc	AB396-6 NON RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0011CZ	OP.Ops Proc	AB396-6 NON RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0012c01	O2.Ops SL	AB400/407-2/410 NON RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0012CX	OP.Ops Proc	AB400/407-2/410 NON RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0012CY	OP.Ops Proc	AB400/407-2/410 NON RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0012CZ	OP.Ops Proc	AB400/407-2/410 NON RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0013c01	O2.Ops SL	AB417-6 NON RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0013CX	OP.Ops Proc	AB417-6 NON RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0013CY	OP.Ops Proc	AB417-6 NON RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0013CZ	OP.Ops Proc	AB417-6 NON RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0014c01	O2.Ops SL	AB430 NON RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0014CX	OP.Ops Proc	AB430 NON RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0014CY	OP.Ops Proc	AB430 NON RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0014CZ	OP.Ops Proc	AB430 NON RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0015c01	O2.Ops SL	AB435-3 NON RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0015CX	OP.Ops Proc	AB435-3 NON RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0015CY	OP.Ops Proc	AB435-3 NON RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0015CZ	OP.Ops Proc	AB435-3 NON RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0016b	OP.Ops Proc	AB453/460-6 NON RCA PRE-FIRE PLAN - Rev00 - Draft	26-Apr-16	03-Nov-16	01-Jun-17	21-Jun-17
 VCB-TR-0016c01	O2.Ops SL	AB453/460-6 NON RCA PRE-FIRE PLAN - Rev00 - Review	04-Nov-16	06-Dec-16	22-Jun-17	21-Jul-17
 VCB-TR-0016CX	OP.Ops Proc	AB453/460-6 NON RCA PRE-FIRE PLAN - Rev00 - C-QR	04-Nov-16	23-Nov-16	22-Jun-17	12-Jul-17
 VCB-TR-0016CY	OP.Ops Proc	AB453/460-6 NON RCA PRE-FIRE PLAN - Rev00 - C-5059	04-Nov-16	23-Nov-16	22-Jun-17	12-Jul-17
 VCB-TR-0016CZ	OP.Ops Proc	AB453/460-6 NON RCA PRE-FIRE PLAN - Rev00 - C-Res2	28-Nov-16	06-Dec-16	13-Jul-17	19-Jul-17
 VCB-TR-0017c01	O2.Ops SL	AB460-6/480 NON RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0017CX	OP.Ops Proc	AB460-6/480 NON RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0017CY	OP.Ops Proc	AB460-6/480 NON RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0017CZ	OP.Ops Proc	AB460-6/480 NON RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0018c01	O2.Ops SL	AB366-6 RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0018CX	OP.Ops Proc	AB366-6 RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0018CY	OP.Ops Proc	AB366-6 RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0018CZ	OP.Ops Proc	AB366-6 RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0019c01	O2.Ops SL	AB382-6 RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
 VCB-TR-0019CX	OP.Ops Proc	AB382-6 RCA PRE-FIRE PLAN - Rev00 - C-QR	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0019CY	OP.Ops Proc	AB382-6 RCA PRE-FIRE PLAN - Rev00 - C-5059	01-Nov-16	18-Nov-16	16-Jun-17	06-Jul-17
 VCB-TR-0019CZ	OP.Ops Proc	AB382-6 RCA PRE-FIRE PLAN - Rev00 - C-Res2	21-Nov-16	01-Dec-16	07-Jul-17	13-Jul-17
 VCB-TR-0020c01	O2.Ops SL	AB396-6 RCA PRE-FIRE PLAN - Rev00 - Review	01-Nov-16	01-Dec-16	16-Jun-17	17-Jul-17
